Viewpoint,Viewpoint_Weight,Dimension,Dimension_Weight,Element,Element_Weight,Measure,Measure_Weight,Metric,Metric_Weight,Extraction_Rule,Evaluation_Rule,Extraction_Rule_value,Score,Measure_Score,Element_Score,Dimension_Score,Viewpoint_Score
serviceAndDataset,1,serviceQuality,6,serviceRobustness,5,availability,5,responseTimeLatestAt,4,"{'type': 'xpath', 'source': 'service-availability', 'url_start': 'https://beta.spatineo-devops.com/api/public/geoe3-dashboard?privateAccessKey=RoYjl8a3NbJ3tx1Hh0-IK6iP55i3YnAhSpcWcD2xgwSE8jBBP0EA9Q&serviceIds=', 'rule': '//services//responseTime//latest//at', 'value': 'text'}","{'type': 'presence', 'description': 'Check presence of timestamp. Null if no monitoring data is available for the period.'}",1677549576664,5,3.967741935483871,3.9677419354838706,3.9677419354838706,3.8166385035447283
serviceAndDataset,1,serviceQuality,6,serviceRobustness,5,availability,5,responseTimeLatestMillis,4,"{'type': 'xpath', 'source': 'service-availability', 'url_start': 'https://beta.spatineo-devops.com/api/public/geoe3-dashboard?privateAccessKey=RoYjl8a3NbJ3tx1Hh0-IK6iP55i3YnAhSpcWcD2xgwSE8jBBP0EA9Q&serviceIds=', 'rule': '//services//responseTime//latest//millis', 'value': 'text'}","{'type': 'range', 'minimum': 0, 'maximum': 3600000, 'description': 'We assume it should be at most 1h. Null if no monitoring data is available for the period.'}",457,5,3.967741935483871,3.9677419354838706,3.9677419354838706,3.8166385035447283
serviceAndDataset,1,serviceQuality,6,serviceRobustness,5,availability,5,serviceInfoUrl,0,"{'type': 'xpath', 'source': 'service-availability', 'url_start': 'https://beta.spatineo-devops.com/api/public/geoe3-dashboard?privateAccessKey=RoYjl8a3NbJ3tx1Hh0-IK6iP55i3YnAhSpcWcD2xgwSE8jBBP0EA9Q&serviceIds=', 'rule': '//services//serviceInfo//url', 'value': 'text'}","{'type': 'presence', 'description': 'Check presence of URL.'}",https://wms.geonorge.no/skwms1/wms.hoyde-dtm-nhm-25833?,5,3.967741935483871,3.9677419354838706,3.9677419354838706,3.8166385035447283
serviceAndDataset,1,serviceQuality,6,serviceRobustness,5,availability,5,serviceInfoType,0,"{'type': 'xpath', 'source': 'service-availability', 'url_start': 'https://beta.spatineo-devops.com/api/public/geoe3-dashboard?privateAccessKey=RoYjl8a3NbJ3tx1Hh0-IK6iP55i3YnAhSpcWcD2xgwSE8jBBP0EA9Q&serviceIds=', 'rule': '//services//serviceInfo//type', 'value': 'text'}","{'type': 'presence', 'description': 'Check presence of type of service.'}",WMS,5,3.967741935483871,3.9677419354838706,3.9677419354838706,3.8166385035447283
serviceAndDataset,1,serviceQuality,6,serviceRobustness,5,availability,5,serviceInfoVersion,0,"{'type': 'xpath', 'source': 'service-availability', 'url_start': 'https://beta.spatineo-devops.com/api/public/geoe3-dashboard?privateAccessKey=RoYjl8a3NbJ3tx1Hh0-IK6iP55i3YnAhSpcWcD2xgwSE8jBBP0EA9Q&serviceIds=', 'rule': '//services//serviceInfo//version', 'value': 'text'}","{'type': 'presence', 'description': 'Check presence of version.'}",1.3.0,5,3.967741935483871,3.9677419354838706,3.9677419354838706,3.8166385035447283
serviceAndDataset,1,Completeness,5,Omission,5,missingItem,5,itemMissing,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '/gmd:MD_Metadata//gmd:dataQuality//gmd:Completeness//gmd:Omission//gmd:itemMissing', 'value': 'text'}","{'type': 'presence', 'description': 'Checks indication of omission'}",yes,5,5.0,5.0,5.0,3.8166385035447283
serviceAndDataset,1,Completeness,5,Omission,5,missingItem,5,itemMissingCount,1,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '/gmd:MD_Metadata//gmd:dataQuality//gmd:Completeness//gmd:Omission//gmd:count', 'value': 'text'}","{'type': 'comparison', 'referenceValue': 1000, 'operator': '<', 'description': 'We assume it should be at most 1000 (number chosen randomly, user input parameter ?).'}",2,5,5.0,5.0,5.0,3.8166385035447283
serviceAndDataset,1,Completeness,5,Omission,5,missingItem,5,itemMissingRate,7,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '/gmd:MD_Metadata//gmd:dataQuality//gmd:Completeness//gmd:Omission//gmd:rate', 'value': 'text'}","{'type': 'comparison', 'referenceValue': 15, 'operator': '<', 'description': 'We assume it should be at most 15% (user input parameter ?).'}",1.3,5,5.0,5.0,5.0,3.8166385035447283
serviceAndDataset,1,Completeness,5,Comission,5,itemDuplicate,2,itemDuplicate,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '/gmd:MD_Metadata//gmd:dataQuality//gmd:Completeness//gmd:Commission//gmd:itemDuplicate', 'value': 'text'}","{'type': 'comparison', 'referenceValue': 100, 'operator': '<', 'description': 'We assume it should be at most 100 (number chosen randomly, user input parameter ?).'}",0,5,5.0,5.0,5.0,3.8166385035447283
serviceAndDataset,1,ThematicQuality,5,QuantitativeAttributeAccuracy,7,dateLastEvalQAA,8,dateLastEvalQAA,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '/gmd:MD_Metadata//gmd:dataQuality//gmd:ThematicQuality//gmd:QuantitativeAttributeAccuracy//gmd:date_evaluation//gco:date', 'value': 'text'}","{'type': 'date', 'minimum': '2000-01-01', 'maximum': '2023-01-01', 'description': 'Should be between 2000-01-01 and 2023-01-01 (defined by user)'}",,0,0.0,0.0,1.6666666666666667,3.8166385035447283
serviceAndDataset,1,ThematicQuality,5,QuantitativeAttributeAccuracy,7,AttributeValueUncertainty,5,AVU68,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '/gmd:MD_Metadata//gmd:dataQuality//gmd:ThematicQuality//gmd:QuantitativeAttributeAccuracy//gmd:AttributeValueUncertaincy//gmd:sigmaUn', 'value': 'text'}","{'type': 'comparison', 'referenceValue': 0.5, 'operator': '>', 'description': 'Half length of the interval defined by an upper and a lower limit, in which the true value for the quantitative attribute lies with probability 68,3 % ; LE68.3 (ISO19157, Table D.78)'}",,0,0.0,0.0,1.6666666666666667,3.8166385035447283
serviceAndDataset,1,ThematicQuality,5,QuantitativeAttributeAccuracy,7,AttributeValueUncertainty,5,AVU95,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '/gmd:MD_Metadata//gmd:dataQuality//gmd:ThematicQuality//gmd:QuantitativeAttributeAccuracy//gmd:AttributeValueUncertaincy//gmd:sigmaDeux ', 'value': 'text'}","{'type': 'comparison', 'referenceValue': 0.5, 'operator': '>', 'description': 'Half length of the interval defined by an upper and a lower limit, in which the true value for the quantitative attribute lies with probability 95 % ; LE95 (ISO19157, Table D.81)'}",,0,0.0,0.0,1.6666666666666667,3.8166385035447283
serviceAndDataset,1,ThematicQuality,5,NonQuantitativeAttributeCorrectness,7,dateLastEvalNQAC,8,dateLastEvalNQAC,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '/gmd:MD_Metadata//gmd:dataQuality//gmd:ThematicQuality//gmd:NonQuantitativeAttributeCorrectness//gmd:date_evaluation//gco:date', 'value': 'text'}","{'type': 'date', 'minimum': '2000-01-01', 'maximum': '2023-01-01', 'description': 'Should be between 2000-01-01 and 2023-01-01 (defined by user)'}",,0,0.0,0.0,1.6666666666666667,3.8166385035447283
serviceAndDataset,1,ThematicQuality,5,NonQuantitativeAttributeCorrectness,7,missclassNQAC,6,missclassRateNQAC,7,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '/gmd:MD_Metadata//gmd:dataQuality//gmd:ThematicQuality//gmd:NonQuantitativeAttributeCorrectness//gmd:missclassification//gmd:rate', 'value': 'text'}","{'type': 'comparison', 'referenceValue': 15, 'operator': '<', 'description': 'We assume it should be at most 15% (user input parameter ?).'}",,0,0.0,0.0,1.6666666666666667,3.8166385035447283
serviceAndDataset,1,ThematicQuality,5,NonQuantitativeAttributeCorrectness,7,missclassNQAC,6,missclassCountNQAC,1,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '/gmd:MD_Metadata//gmd:dataQuality//gmd:ThematicQuality//gmd:NonQuantitativeAttributeCorrectness//gmd:missclassification//gmd:count', 'value': 'text'}","{'type': 'comparison', 'referenceValue': 100, 'operator': '<', 'description': 'We assume it should be at most 100 (number chosen randomly, user input parameter ?).'}",,0,0.0,0.0,1.6666666666666667,3.8166385035447283
serviceAndDataset,1,ThematicQuality,5,ClassificationCorrectness,7,dateLastEvalThematicQuality,8,dateLastEvalThematicQuality,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '/gmd:MD_Metadata//gmd:dataQuality//gmd:ThematicQuality//gmd:ClassificationCorrectness//gmd:date_evaluation//gco:date', 'value': 'text'}","{'type': 'date', 'minimum': '2000-01-01', 'maximum': '2023-01-01', 'description': 'Should be between 2000-01-01 and 2023-01-01 (defined by user)'}",2021-10-01,5,5.0,5.0,1.6666666666666667,3.8166385035447283
serviceAndDataset,1,ThematicQuality,5,ClassificationCorrectness,7,missclassTCC,5,missclassRateTCC,7,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '/gmd:MD_Metadata//gmd:dataQuality//gmd:ThematicQuality//gmd:ClassificationCorrectness//gmd:missclassification//gmd:rate', 'value': 'text'}","{'type': 'comparison', 'referenceValue': 15, 'operator': '<', 'description': 'We assume it should be at most 15% (user input parameter ?).'}",2.2,5,5.0,5.0,1.6666666666666667,3.8166385035447283
serviceAndDataset,1,ThematicQuality,5,ClassificationCorrectness,7,missclassTCC,5,NumberIncorrectItemsTCC,1,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '/gmd:MD_Metadata//gmd:dataQuality//gmd:ThematicQuality//gmd:ClassificationCorrectness//gmd:missclassification//gmd:count', 'value': 'text'}","{'type': 'comparison', 'referenceValue': 100, 'operator': '<', 'description': 'We assume it should be at most 100 (number chosen randomly, user input parameter ?).'}",52,5,5.0,5.0,1.6666666666666667,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,ConceptualConsistency,6,FailsOGC,7,FailsOGCValid,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'Fails OGC Valid', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 1000, 'description': 'The feature do not follow OGC Valid principles. Checks count of such errors.'}",0,5,5.0,4.166666666666667,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,ConceptualConsistency,6,FailsOGC,7,FailsOGCSimple,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'Fails OGC Simple', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 1000, 'description': 'The feature do not follow OGC Simple principles. Checks count of such errors.'}",947,5,5.0,4.166666666666667,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,ConceptualConsistency,6,MissingVertexNormals,5,MissingVertexNormals,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'Missing Vertex Normals', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'The feature has no vertex normals. Checks count of such errors.'}",2430,1,1.0,4.166666666666667,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,ConceptualConsistency,6,SurfacesWronglyOriented,5,SurfacesWronglyOriented,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'SurfacesWronglyOriented', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'Is the every surface of the feature logically oriented based on vertex normals and depending on the feature type? Checks count of such errors.'}",0,5,5.0,4.166666666666667,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,DomainConsistency,5,AttributeValueNotInAllowedRange,5,AttributeValueNotInAllowedRange_TrueFalse,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'ValueNotInAllowedRange', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 10, 'description': 'At least X attribute(s) is/are not in allowed range. Checks count of such errors.'}",0,5,5.0,5.0,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,FormatConsistency,8,MismatchedDimensions,5,MismatchedDimensions,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'Mismatched Dimensions', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 1, 'description': 'Does the feature have a mixture of 2D and 3D parts? Checks count of such errors.'}",0,5,5.0,5.0,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,FormatConsistency,8,Not3D,5,Not3D,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'Not3D', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 1, 'description': 'Is the coordinate reference system 3D? Checks count of such errors.'}",0,5,5.0,5.0,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,FormatConsistency,8,WrongDataType,5,WrongDataType,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'WrongDataType', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 5, 'description': 'At least X attribute(s) has/have a wrong data type. Checks count of such errors.'}",0,5,5.0,5.0,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,GeometricConsistency,5,GroundOverlappingIn2D,5,GroundOverlappingIn2D,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'GroundOverlappingIn2D', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'Is the GroundSurface overlapping with the GroundSurface of another Building? ? Checks count of such errors.'}",10,5,5.0,4.2727272727272725,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,GeometricConsistency,5,DegenerateCorruptGeometries,5,DegenerateCorruptGeometries,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'Degenerate or Corrupt Geometries', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'Does the geometry contain degenerated or corrupted geometries? Checks count of such errors.'}",2156,1,1.0,4.2727272727272725,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,GeometricConsistency,5,NonPlanarSurfaces,5,NonPlanarSurfaces,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'Non-Planar Surfaces', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'Is the Face or BoundarySurface planar based on thickness or normal deviation? Checks count of such errors.'}",0,5,5.0,4.2727272727272725,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,GeometricConsistency,5,GroundHigherThanRoof,5,MinGroundHigherThanMinRoof,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'MinGroundHigherThanMinRoof', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'Checks count of such errors.'}",0,5,5.0,4.2727272727272725,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,GeometricConsistency,5,GroundHigherThanRoof,5,MaxGroundHigherThanMaxRoof,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'MaxGroundHigherThanMaxRoof', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'Checks count of such errors.'}",0,5,5.0,4.2727272727272725,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,GeometricConsistency,5,FeatureHasSpikes,5,FeatureHasSpikes,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'FeatureHasSpikes', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'The feature cannot contain spikes less than X degrees and/or Y meters (user ?).'}",0,5,5.0,4.2727272727272725,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,GeometricConsistency,5,GeometryTooSmall,5,AreaTooSmall,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'AreaTooSmall', 'value': 'text'}","{'type': 'comparison', 'operator': '>', 'referenceValue': 50, 'description': 'The area of the face must be at least X mÂ² (user request? / user parameter in FME)'}",2296,5,3.0,4.2727272727272725,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,GeometricConsistency,5,GeometryTooSmall,5,TooSmallVolume,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'TooSmallVolume', 'value': 'text'}","{'type': 'comparison', 'operator': '>', 'referenceValue': 50, 'description': 'The volume of the solid must be greater than X m3. (user request? / user parameter in FME)'}",0,1,3.0,4.2727272727272725,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,GeometricConsistency,5,Orientation,5,Incorrect Surface Orientation,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'Incorrect Surface Orientation', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'The surfaces cannot have an incorrect orientation.'}",0,5,5.0,4.2727272727272725,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,GeometricConsistency,5,Orientation,5,Incorrect Solid Orientation,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'Incorrect Solid Orientation', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'The solids cannot have an incorrect orientation.'}",0,5,5.0,4.2727272727272725,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,GeometricConsistency,5,Orientation,5,Incorrect Area Orientation,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'Incorrect Orientation', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'Do Areas, such as polygons, ellipses, and donuts, have an correct orientation? The area cannot have an incorrect orientation.'}",0,5,5.0,4.2727272727272725,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,TopologicalConsistency,5,MissingConnections,5,CountMC,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'EndtoStartPoint', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'The feature is not self-closure.'}",0,5,5.0,5.0,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,TopologicalConsistency,5,InvalidSolidVoids,5,CountISV,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'InvalidSolidVoids', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'The solid cannot contain problems.'}",0,5,5.0,5.0,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,TopologicalConsistency,5,InvalidSelfInterestOverlapErrors,5,CountISISO,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'Self-Intersections in 2D', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50000, 'description': 'The feature cannot intersect itself.'}",11412,5,5.0,5.0,4.531250000000001,3.8166385035447283
serviceAndDataset,1,LogicalConsistency,5,TopologicalConsistency,5,InvalidSolidBoundaries,5,CountISB,5,"{'type': 'formula', 'source': 'quality-evaluation', 'column': 'error_count', 'rule': 'Invalid Solid Boundaries', 'value': 'text'}","{'type': 'comparison', 'operator': '<', 'referenceValue': 50, 'description': 'The solid boundaries cannot be invalid.'}",0,5,5.0,5.0,4.531250000000001,3.8166385035447283
serviceAndDataset,1,TemporalQuality,7,AccuracyTimeMeasurment,5,TimeAccuracy,5,TimeAccuracyLE90,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '//gmd:TemporalQuality//gmd:AccuracyTimeMeasurment//gmd:TimeAccuracy//gmd:TimeAccuracyLE90', 'value': 'text'}","{'type': 'comparison', 'referenceValue': 0.5, 'operator': '>', 'description': 'Half length of the interval defined by an upper and a lower limit, in which the true value for the time instance lies with probability 90 %; LE90 (ISO19157, Table D.63)'}",92,5,5.0,5.0,3.1823281907433376,3.8166385035447283
serviceAndDataset,1,TemporalQuality,7,TemporalConsistency,5,ChronologicalOrder,5,TimeAccuracyLE99.8,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': '//gmd:TemporalConsistency//gmd:ChronologicalOrder//gmd:TimeAccuracyLE99.8', 'value': 'text'}","{'type': 'comparison', 'referenceValue': 0.5, 'operator': '>', 'description': 'Half length of the interval defined by an upper and a lower limit, in which the true value for the time instance lies with probability 99.8 %; LE99.8 (ISO19157, Table D.67)'}",98,5,5.0,5.0,3.1823281907433376,3.8166385035447283
serviceAndDataset,1,TemporalQuality,7,TemporalValidity,9,Currentness,8,DateOfCreation,5,"{'type': 'xpath', 'source': 'dataset-metadata', 'rule': ""//gmd:identificationInfo[1]//gmd:citation//gmd:CI_Date[gmd:dateType/gmd:CI_DateTypeCode/@codeListValue='creation']/gmd:date/gco:Date"", 'value': 'text'}","{'type': 'date', 'minimum': '2015-01-01', 'maximum': '2023-01-01', 'description': 'Date of creation should be included in user requested period'}",0001-01-01,1,2.0,2.6774193548387095,3.1823281907433376,3.8166385035447283
